image_id,image_path,fashionpedia_category,clothing_type_hint,environment,clothing_type,color,vibe
545,fashionpedia_000545.jpg,21,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,yellow,professional formal
546,fashionpedia_000546.jpg,5,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
548,fashionpedia_000548.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
549,fashionpedia_000549.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
550,fashionpedia_000550.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
551,fashionpedia_000551.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
552,fashionpedia_000552.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
553,fashionpedia_000553.jpg,12,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
554,fashionpedia_000554.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,professional formal
555,fashionpedia_000555.jpg,8,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,professional formal
556,fashionpedia_000556.jpg,11,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
557,fashionpedia_000557.jpg,10,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,trendy streetwear
558,fashionpedia_000558.jpg,8,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
559,fashionpedia_000559.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
560,fashionpedia_000560.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,red,professional formal
561,fashionpedia_000561.jpg,7,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
562,fashionpedia_000562.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,casual relaxed
563,fashionpedia_000563.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
564,fashionpedia_000564.jpg,33,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,blue,casual relaxed
565,fashionpedia_000565.jpg,15,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
566,fashionpedia_000566.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
567,fashionpedia_000567.jpg,10,casual hoodie or t-shirt,office interior,casual hoodie or t-shirt,white,professional formal
568,fashionpedia_000568.jpg,13,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,casual relaxed
569,fashionpedia_000569.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
570,fashionpedia_000570.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,orange,trendy streetwear
571,fashionpedia_000571.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
572,fashionpedia_000572.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
573,fashionpedia_000573.jpg,4,casual hoodie or t-shirt,office interior,formal blazer or button-down shirt,black,professional formal
574,fashionpedia_000574.jpg,21,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,trendy streetwear
575,fashionpedia_000575.jpg,0,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
576,fashionpedia_000576.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,casual relaxed
577,fashionpedia_000577.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
578,fashionpedia_000578.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,professional formal
579,fashionpedia_000579.jpg,8,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
580,fashionpedia_000580.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
581,fashionpedia_000581.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,trendy streetwear
582,fashionpedia_000582.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,casual relaxed
583,fashionpedia_000583.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,casual relaxed
584,fashionpedia_000584.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
585,fashionpedia_000585.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
586,fashionpedia_000586.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
587,fashionpedia_000587.jpg,1,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,blue,casual relaxed
588,fashionpedia_000588.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
589,fashionpedia_000589.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,professional formal
590,fashionpedia_000590.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
591,fashionpedia_000591.jpg,18,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
592,fashionpedia_000592.jpg,14,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
593,fashionpedia_000593.jpg,5,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
594,fashionpedia_000594.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,professional formal
595,fashionpedia_000595.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,trendy streetwear
596,fashionpedia_000596.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,trendy streetwear
597,fashionpedia_000597.jpg,7,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,orange,trendy streetwear
598,fashionpedia_000598.jpg,10,casual hoodie or t-shirt,office interior,outerwear jacket or coat,white,professional formal
599,fashionpedia_000599.jpg,10,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,gray,casual relaxed
600,fashionpedia_000600.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,casual relaxed
601,fashionpedia_000601.jpg,7,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,casual relaxed
602,fashionpedia_000602.jpg,37,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,professional formal
603,fashionpedia_000603.jpg,33,casual hoodie or t-shirt,home interior,formal blazer or button-down shirt,brown,casual relaxed
604,fashionpedia_000604.jpg,9,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,trendy streetwear
605,fashionpedia_000605.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
606,fashionpedia_000606.jpg,15,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
607,fashionpedia_000607.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
608,fashionpedia_000608.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,casual relaxed
609,fashionpedia_000609.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,casual relaxed
610,fashionpedia_000610.jpg,32,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
611,fashionpedia_000611.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,trendy streetwear
612,fashionpedia_000612.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,trendy streetwear
613,fashionpedia_000613.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
614,fashionpedia_000614.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
615,fashionpedia_000615.jpg,31,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,brown,professional formal
616,fashionpedia_000616.jpg,23,casual hoodie or t-shirt,office interior,outerwear jacket or coat,yellow,professional formal
617,fashionpedia_000617.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,trendy streetwear
618,fashionpedia_000618.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
619,fashionpedia_000619.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,trendy streetwear
620,fashionpedia_000620.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,casual relaxed
621,fashionpedia_000621.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
622,fashionpedia_000622.jpg,14,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
623,fashionpedia_000623.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
624,fashionpedia_000624.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
625,fashionpedia_000625.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
626,fashionpedia_000626.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
627,fashionpedia_000627.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
628,fashionpedia_000628.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
629,fashionpedia_000629.jpg,28,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
630,fashionpedia_000630.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
631,fashionpedia_000631.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
632,fashionpedia_000632.jpg,1,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,white,trendy streetwear
633,fashionpedia_000633.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,brown,trendy streetwear
634,fashionpedia_000634.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,professional formal
635,fashionpedia_000635.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,professional formal
636,fashionpedia_000636.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
638,fashionpedia_000638.jpg,10,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,yellow,casual relaxed
639,fashionpedia_000639.jpg,10,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,black,casual relaxed
640,fashionpedia_000640.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
641,fashionpedia_000641.jpg,7,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,casual relaxed
642,fashionpedia_000642.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,casual relaxed
643,fashionpedia_000643.jpg,32,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,trendy streetwear
644,fashionpedia_000644.jpg,2,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,brown,cozy comfortable
645,fashionpedia_000645.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,cozy comfortable
646,fashionpedia_000646.jpg,33,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,trendy streetwear
647,fashionpedia_000647.jpg,33,casual hoodie or t-shirt,office interior,outerwear jacket or coat,black,professional formal
648,fashionpedia_000648.jpg,6,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
649,fashionpedia_000649.jpg,30,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
650,fashionpedia_000650.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
651,fashionpedia_000651.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,casual relaxed
652,fashionpedia_000652.jpg,23,casual hoodie or t-shirt,office interior,outerwear jacket or coat,black,trendy streetwear
653,fashionpedia_000653.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
654,fashionpedia_000654.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
655,fashionpedia_000655.jpg,31,casual hoodie or t-shirt,office interior,formal blazer or button-down shirt,black,professional formal
656,fashionpedia_000656.jpg,9,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,cozy comfortable
657,fashionpedia_000657.jpg,2,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
658,fashionpedia_000658.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
659,fashionpedia_000659.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,professional formal
660,fashionpedia_000660.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,casual relaxed
661,fashionpedia_000661.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,trendy streetwear
662,fashionpedia_000662.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,trendy streetwear
664,fashionpedia_000664.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,professional formal
665,fashionpedia_000665.jpg,32,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,blue,casual relaxed
666,fashionpedia_000666.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
668,fashionpedia_000668.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
669,fashionpedia_000669.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
670,fashionpedia_000670.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
671,fashionpedia_000671.jpg,7,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
672,fashionpedia_000672.jpg,31,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,trendy streetwear
673,fashionpedia_000673.jpg,21,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
674,fashionpedia_000674.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,professional formal
675,fashionpedia_000675.jpg,1,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,brown,casual relaxed
676,fashionpedia_000676.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
677,fashionpedia_000677.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
678,fashionpedia_000678.jpg,10,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,pink,trendy streetwear
679,fashionpedia_000679.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
680,fashionpedia_000680.jpg,13,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
681,fashionpedia_000681.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
682,fashionpedia_000682.jpg,15,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,professional formal
683,fashionpedia_000683.jpg,5,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,green,casual relaxed
684,fashionpedia_000684.jpg,1,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,blue,trendy streetwear
685,fashionpedia_000685.jpg,5,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
686,fashionpedia_000686.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
687,fashionpedia_000687.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,professional formal
688,fashionpedia_000688.jpg,1,casual hoodie or t-shirt,office interior,outerwear jacket or coat,yellow,casual relaxed
689,fashionpedia_000689.jpg,11,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,pink,trendy streetwear
690,fashionpedia_000690.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
691,fashionpedia_000691.jpg,10,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,white,casual relaxed
692,fashionpedia_000692.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
693,fashionpedia_000693.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
694,fashionpedia_000694.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
695,fashionpedia_000695.jpg,21,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,professional formal
696,fashionpedia_000696.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,professional formal
697,fashionpedia_000697.jpg,31,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,green,casual relaxed
698,fashionpedia_000698.jpg,32,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,green,casual relaxed
699,fashionpedia_000699.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,professional formal
700,fashionpedia_000700.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,professional formal
701,fashionpedia_000701.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,professional formal
702,fashionpedia_000702.jpg,1,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,green,casual relaxed
703,fashionpedia_000703.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,professional formal
704,fashionpedia_000704.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
705,fashionpedia_000705.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
706,fashionpedia_000706.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
707,fashionpedia_000707.jpg,15,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
708,fashionpedia_000708.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,yellow,casual relaxed
709,fashionpedia_000709.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
710,fashionpedia_000710.jpg,5,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,trendy streetwear
711,fashionpedia_000711.jpg,9,casual hoodie or t-shirt,office interior,outerwear jacket or coat,white,professional formal
712,fashionpedia_000712.jpg,29,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,pink,trendy streetwear
713,fashionpedia_000713.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
714,fashionpedia_000714.jpg,10,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,red,casual relaxed
715,fashionpedia_000715.jpg,9,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,professional formal
716,fashionpedia_000716.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
717,fashionpedia_000717.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,casual relaxed
718,fashionpedia_000718.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,casual relaxed
719,fashionpedia_000719.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,professional formal
720,fashionpedia_000720.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
721,fashionpedia_000721.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
722,fashionpedia_000722.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,professional formal
723,fashionpedia_000723.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,professional formal
724,fashionpedia_000724.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
725,fashionpedia_000725.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
726,fashionpedia_000726.jpg,29,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
727,fashionpedia_000727.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
728,fashionpedia_000728.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,casual relaxed
729,fashionpedia_000729.jpg,19,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,casual relaxed
730,fashionpedia_000730.jpg,10,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,black,professional formal
731,fashionpedia_000731.jpg,6,casual hoodie or t-shirt,office interior,formal blazer or button-down shirt,gray,casual relaxed
732,fashionpedia_000732.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
733,fashionpedia_000733.jpg,4,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,gray,casual relaxed
734,fashionpedia_000734.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
735,fashionpedia_000735.jpg,14,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
737,fashionpedia_000737.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,casual relaxed
738,fashionpedia_000738.jpg,33,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,white,trendy streetwear
739,fashionpedia_000739.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,yellow,trendy streetwear
740,fashionpedia_000740.jpg,12,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,brown,casual relaxed
741,fashionpedia_000741.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
745,fashionpedia_000745.jpg,0,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
746,fashionpedia_000746.jpg,22,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
747,fashionpedia_000747.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
748,fashionpedia_000748.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,casual relaxed
749,fashionpedia_000749.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
750,fashionpedia_000750.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,professional formal
752,fashionpedia_000752.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,cozy comfortable
753,fashionpedia_000753.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,cozy comfortable
754,fashionpedia_000754.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,casual relaxed
755,fashionpedia_000755.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
756,fashionpedia_000756.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,professional formal
757,fashionpedia_000757.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,green,professional formal
758,fashionpedia_000758.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
759,fashionpedia_000759.jpg,31,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
760,fashionpedia_000760.jpg,1,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,brown,trendy streetwear
761,fashionpedia_000761.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
762,fashionpedia_000762.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
763,fashionpedia_000763.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,professional formal
764,fashionpedia_000764.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,green,casual relaxed
765,fashionpedia_000765.jpg,22,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,yellow,trendy streetwear
766,fashionpedia_000766.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
767,fashionpedia_000767.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
768,fashionpedia_000768.jpg,8,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,white,casual relaxed
769,fashionpedia_000769.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
770,fashionpedia_000770.jpg,1,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,red,trendy streetwear
771,fashionpedia_000771.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,green,trendy streetwear
772,fashionpedia_000772.jpg,13,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
773,fashionpedia_000773.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
774,fashionpedia_000774.jpg,11,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,trendy streetwear
775,fashionpedia_000775.jpg,21,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
776,fashionpedia_000776.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,casual relaxed
777,fashionpedia_000777.jpg,10,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
778,fashionpedia_000778.jpg,7,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,trendy streetwear
779,fashionpedia_000779.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
780,fashionpedia_000780.jpg,23,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,brown,cozy comfortable
781,fashionpedia_000781.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,yellow,casual relaxed
782,fashionpedia_000782.jpg,0,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,black,professional formal
783,fashionpedia_000783.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,pink,professional formal
784,fashionpedia_000784.jpg,8,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,professional formal
785,fashionpedia_000785.jpg,33,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
786,fashionpedia_000786.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,cozy comfortable
787,fashionpedia_000787.jpg,14,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,cozy comfortable
788,fashionpedia_000788.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,professional formal
789,fashionpedia_000789.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,casual relaxed
790,fashionpedia_000790.jpg,31,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
791,fashionpedia_000791.jpg,23,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
792,fashionpedia_000792.jpg,9,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,cozy comfortable
793,fashionpedia_000793.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
794,fashionpedia_000794.jpg,0,casual hoodie or t-shirt,office interior,outerwear jacket or coat,black,professional formal
795,fashionpedia_000795.jpg,33,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,trendy streetwear
796,fashionpedia_000796.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
797,fashionpedia_000797.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
798,fashionpedia_000798.jpg,9,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
799,fashionpedia_000799.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
